Site,Plot,Year,Block,Trt,category,biomass
CHY,1,2012,1,int,BOGR,27.36666667
CHY,1,2013,1,int,BOGR,15.9
CHY,1,2014,1,int,BOGR,21.63333333
CHY,1,2015,1,int,BOGR,17.7
CHY,1,2016,1,int,BOGR,14.26666667
CHY,1,2017,1,int,BOGR,3.933333333
CHY,2,2012,1,chr,BOGR,30.16666667
CHY,2,2013,1,chr,BOGR,31.36667
CHY,2,2014,1,chr,BOGR,21.23333333
CHY,2,2015,1,chr,BOGR,39.63333333
CHY,2,2016,1,chr,BOGR,4.7
CHY,2,2017,1,chr,BOGR,10.53333333
CHY,3,2012,1,con,BOGR,38.26666667
CHY,3,2013,1,con,BOGR,36.3
CHY,3,2014,1,con,BOGR,38.63333333
CHY,3,2015,1,con,BOGR,36.83333333
CHY,3,2016,1,con,BOGR,24.2
CHY,3,2017,1,con,BOGR,9.5
CHY,4,2012,2,chr,BOGR,40.86666667
CHY,4,2013,2,chr,BOGR,51.43333
CHY,4,2014,2,chr,BOGR,30.66666667
CHY,4,2015,2,chr,BOGR,29.33333333
CHY,4,2016,2,chr,BOGR,8.766666667
CHY,4,2017,2,chr,BOGR,1.633333333
CHY,5,2012,2,con,BOGR,20.5
CHY,5,2013,2,con,BOGR,33.16667
CHY,5,2014,2,con,BOGR,42.33333333
CHY,5,2015,2,con,BOGR,39.76666667
CHY,5,2017,2,con,BOGR,8.466666667
CHY,6,2012,2,int,BOGR,35.2
CHY,6,2013,2,int,BOGR,45.6
CHY,6,2014,2,int,BOGR,34.83333333
CHY,6,2015,2,int,BOGR,30.16666667
CHY,6,2016,2,int,BOGR,7.733333333
CHY,6,2017,2,int,BOGR,3.733333333
CHY,7,2012,3,int,BOGR,35.3
CHY,7,2013,3,int,BOGR,29.53333
CHY,7,2014,3,int,BOGR,31.33333333
CHY,7,2015,3,int,BOGR,15.53333333
CHY,7,2016,3,int,BOGR,4.966666667
CHY,7,2017,3,int,BOGR,1.666666667
CHY,8,2012,3,con,BOGR,31.1
CHY,8,2013,3,con,BOGR,39.3
CHY,8,2014,3,con,BOGR,46.1
CHY,8,2015,3,con,BOGR,48.43333333
CHY,8,2016,3,con,BOGR,13.6
CHY,8,2017,3,con,BOGR,7.8
CHY,9,2012,3,chr,BOGR,26.73333333
CHY,9,2013,3,chr,BOGR,22.73333
CHY,9,2014,3,chr,BOGR,41.26666667
CHY,9,2015,3,chr,BOGR,31.2
CHY,9,2016,3,chr,BOGR,3.466666667
CHY,9,2017,3,chr,BOGR,4.5
CHY,10,2012,4,chr,BOGR,26.9
CHY,10,2013,4,chr,BOGR,32.8
CHY,10,2014,4,chr,BOGR,34
CHY,10,2015,4,chr,BOGR,29.36666667
CHY,10,2016,4,chr,BOGR,11.13333333
CHY,10,2017,4,chr,BOGR,8.466666667
CHY,11,2012,4,int,BOGR,25.76666667
CHY,11,2013,4,int,BOGR,43.3
CHY,11,2014,4,int,BOGR,44.83333333
CHY,11,2015,4,int,BOGR,50.6
CHY,11,2016,4,int,BOGR,18.2
CHY,11,2017,4,int,BOGR,9.5
CHY,12,2012,4,con,BOGR,34.66666667
CHY,12,2013,4,con,BOGR,33.16667
CHY,12,2014,4,con,BOGR,55.46666667
CHY,12,2015,4,con,BOGR,45.46666667
CHY,12,2016,4,con,BOGR,15.96666667
CHY,12,2017,4,con,BOGR,21.26666667
CHY,13,2012,5,int,BOGR,35.3
CHY,13,2013,5,int,BOGR,30.43333
CHY,13,2014,5,int,BOGR,30.5
CHY,13,2015,5,int,BOGR,36.9
CHY,13,2016,5,int,BOGR,10.46666667
CHY,13,2017,5,int,BOGR,6.766666667
CHY,14,2012,5,con,BOGR,38.46666667
CHY,14,2013,5,con,BOGR,41.33333
CHY,14,2014,5,con,BOGR,42.1
CHY,14,2015,5,con,BOGR,49.5
CHY,14,2016,5,con,BOGR,9.666666667
CHY,14,2017,5,con,BOGR,9.2
CHY,15,2012,5,chr,BOGR,21.63333333
CHY,15,2013,5,chr,BOGR,35.43333
CHY,15,2014,5,chr,BOGR,27.56666667
CHY,15,2015,5,chr,BOGR,18.7
CHY,15,2016,5,chr,BOGR,5.366666667
CHY,15,2017,5,chr,BOGR,2.233333333
CHY,16,2012,6,int,BOGR,37.2
CHY,16,2013,6,int,BOGR,37.86667
CHY,16,2014,6,int,BOGR,52.26666667
CHY,16,2015,6,int,BOGR,23.76666667
CHY,16,2016,6,int,BOGR,17.4
CHY,16,2017,6,int,BOGR,1.4
CHY,17,2012,6,chr,BOGR,28.23333333
CHY,17,2013,6,chr,BOGR,30.7
CHY,17,2014,6,chr,BOGR,37.43333333
CHY,17,2015,6,chr,BOGR,23.1
CHY,17,2016,6,chr,BOGR,6.733333333
CHY,17,2017,6,chr,BOGR,1.266666667
CHY,18,2012,6,con,BOGR,44.2
CHY,18,2013,6,con,BOGR,24.2
CHY,18,2014,6,con,BOGR,45.03333333
CHY,18,2015,6,con,BOGR,26.76666667
CHY,18,2016,6,con,BOGR,9.566666667
CHY,18,2017,6,con,BOGR,5.166666667
CHY,19,2012,7,int,BOGR,21.83333333
CHY,19,2013,7,int,BOGR,32.63333
CHY,19,2014,7,int,BOGR,17.63333333
CHY,19,2015,7,int,BOGR,32.1
CHY,19,2016,7,int,BOGR,6
CHY,19,2017,7,int,BOGR,5.966666667
CHY,20,2012,7,chr,BOGR,27.63333333
CHY,20,2013,7,chr,BOGR,32.86667
CHY,20,2014,7,chr,BOGR,64
CHY,20,2015,7,chr,BOGR,50.96666667
CHY,20,2016,7,chr,BOGR,18.4
CHY,20,2017,7,chr,BOGR,11.06666667
CHY,21,2012,7,con,BOGR,39.1
CHY,21,2013,7,con,BOGR,48.03333
CHY,21,2014,7,con,BOGR,77.2
CHY,21,2015,7,con,BOGR,30.03333333
CHY,21,2016,7,con,BOGR,8.333333333
CHY,21,2017,7,con,BOGR,10.96666667
CHY,22,2012,8,chr,BOGR,30.7
CHY,22,2013,8,chr,BOGR,27.1
CHY,22,2014,8,chr,BOGR,15.3
CHY,22,2015,8,chr,BOGR,36.56666667
CHY,22,2016,8,chr,BOGR,10.86666667
CHY,22,2017,8,chr,BOGR,4.966666667
CHY,23,2012,8,con,BOGR,22.23333333
CHY,23,2013,8,con,BOGR,29.9
CHY,23,2014,8,con,BOGR,30.86666667
CHY,23,2015,8,con,BOGR,24.63333333
CHY,23,2016,8,con,BOGR,7.533333333
CHY,23,2017,8,con,BOGR,7.666666667
CHY,24,2012,8,int,BOGR,36.56666667
CHY,24,2013,8,int,BOGR,34.2
CHY,24,2014,8,int,BOGR,70.5
CHY,24,2015,8,int,BOGR,34.83333333
CHY,24,2016,8,int,BOGR,15.56666667
CHY,24,2017,8,int,BOGR,10.5
CHY,25,2012,9,chr,BOGR,27.3
CHY,25,2013,9,chr,BOGR,27
CHY,25,2014,9,chr,BOGR,64.8
CHY,25,2015,9,chr,BOGR,37.46666667
CHY,25,2016,9,chr,BOGR,8.4
CHY,25,2017,9,chr,BOGR,2.9
CHY,26,2012,9,con,BOGR,23.66666667
CHY,26,2013,9,con,BOGR,21.9
CHY,26,2014,9,con,BOGR,50.26666667
CHY,26,2015,9,con,BOGR,34.56666667
CHY,26,2016,9,con,BOGR,11.26666667
CHY,26,2017,9,con,BOGR,12.33333333
CHY,27,2012,9,int,BOGR,37.36666667
CHY,27,2013,9,int,BOGR,33.53333
CHY,27,2014,9,int,BOGR,44.6
CHY,27,2015,9,int,BOGR,34.36666667
CHY,27,2016,9,int,BOGR,7.933333333
CHY,27,2017,9,int,BOGR,2.6
CHY,28,2012,10,int,BOGR,33.43333333
CHY,28,2013,10,int,BOGR,30
CHY,28,2014,10,int,BOGR,13.76666667
CHY,28,2015,10,int,BOGR,22.96666667
CHY,28,2016,10,int,BOGR,0.8
CHY,28,2017,10,int,BOGR,3.2
CHY,29,2012,10,con,BOGR,19.23333333
CHY,29,2013,10,con,BOGR,27.8
CHY,29,2014,10,con,BOGR,38.43333333
CHY,29,2015,10,con,BOGR,35.5
CHY,29,2016,10,con,BOGR,16.26666667
CHY,29,2017,10,con,BOGR,7.7
CHY,30,2012,10,chr,BOGR,29
CHY,30,2013,10,chr,BOGR,25.63333
CHY,30,2014,10,chr,BOGR,40.06666667
CHY,30,2015,10,chr,BOGR,19.93333333
CHY,30,2016,10,chr,BOGR,5.433333333
CHY,30,2017,10,chr,BOGR,2.1
CHY,1,2013,1,int,C3,2.033333
CHY,1,2014,1,int,C3,7.066666667
CHY,1,2015,1,int,C3,1.666666667
CHY,1,2016,1,int,C3,10.63333333
CHY,1,2017,1,int,C3,15.26666667
CHY,2,2014,1,chr,C3,2.4
CHY,2,2015,1,chr,C3,2.1
CHY,2,2016,1,chr,C3,9.566666667
CHY,3,2013,1,con,C3,2.4
CHY,3,2014,1,con,C3,41.36666667
CHY,3,2015,1,con,C3,11.16666667
CHY,3,2016,1,con,C3,37.76666667
CHY,3,2017,1,con,C3,21.5
CHY,4,2012,2,chr,C3,0.3
CHY,4,2013,2,chr,C3,0.233333
CHY,4,2014,2,chr,C3,49.2
CHY,4,2015,2,chr,C3,39.5
CHY,4,2016,2,chr,C3,36.73333333
CHY,4,2017,2,chr,C3,16.1
CHY,5,2012,2,con,C3,0.733333333
CHY,5,2013,2,con,C3,9.666667
CHY,5,2014,2,con,C3,27.8
CHY,5,2015,2,con,C3,12.1
CHY,5,2017,2,con,C3,14.06666667
CHY,6,2013,2,int,C3,0.1
CHY,6,2014,2,int,C3,4.666666667
CHY,6,2015,2,int,C3,26.43333333
CHY,6,2016,2,int,C3,23.06666667
CHY,6,2017,2,int,C3,0.8
CHY,7,2014,3,int,C3,5.766666667
CHY,7,2015,3,int,C3,6.8
CHY,7,2016,3,int,C3,24.13333333
CHY,7,2017,3,int,C3,0.266666667
CHY,8,2014,3,con,C3,24.6
CHY,8,2015,3,con,C3,16.83333333
CHY,8,2016,3,con,C3,18.26666667
CHY,8,2017,3,con,C3,0.733333333
CHY,9,2014,3,chr,C3,19.36666667
CHY,9,2015,3,chr,C3,27.63333333
CHY,9,2016,3,chr,C3,65.56666667
CHY,9,2017,3,chr,C3,0.7
CHY,10,2014,4,chr,C3,12.93333333
CHY,10,2015,4,chr,C3,3.6
CHY,10,2016,4,chr,C3,11.46666667
CHY,10,2017,4,chr,C3,0.1
CHY,11,2014,4,int,C3,3.2
CHY,11,2015,4,int,C3,0.766666667
CHY,11,2016,4,int,C3,2.466666667
CHY,12,2014,4,con,C3,0.2
CHY,12,2015,4,con,C3,6.033333333
CHY,12,2016,4,con,C3,1.933333333
CHY,12,2017,4,con,C3,8.166666667
CHY,13,2012,5,int,C3,0.033333333
CHY,13,2014,5,int,C3,6.733333333
CHY,13,2015,5,int,C3,11.13333333
CHY,13,2016,5,int,C3,13.33333333
CHY,13,2017,5,int,C3,3.6
CHY,14,2013,5,con,C3,6.866667
CHY,14,2014,5,con,C3,8.5
CHY,14,2015,5,con,C3,8.866666667
CHY,14,2016,5,con,C3,12.56666667
CHY,14,2017,5,con,C3,15.96666667
CHY,15,2013,5,chr,C3,3.066667
CHY,15,2014,5,chr,C3,30.73333333
CHY,15,2015,5,chr,C3,42.33333333
CHY,15,2016,5,chr,C3,21.9
CHY,15,2017,5,chr,C3,0.9
CHY,16,2013,6,int,C3,2.933333
CHY,16,2014,6,int,C3,5.633333333
CHY,16,2015,6,int,C3,14.86666667
CHY,16,2016,6,int,C3,21.8
CHY,16,2017,6,int,C3,7.533333333
CHY,17,2012,6,chr,C3,0.633333333
CHY,17,2013,6,chr,C3,0.8
CHY,17,2014,6,chr,C3,1.366666667
CHY,17,2015,6,chr,C3,24.7
CHY,17,2016,6,chr,C3,31.86666667
CHY,17,2017,6,chr,C3,7.033333333
CHY,18,2013,6,con,C3,2.066667
CHY,18,2014,6,con,C3,32.26666667
CHY,18,2015,6,con,C3,6.1
CHY,18,2016,6,con,C3,21.56666667
CHY,18,2017,6,con,C3,2.266666667
CHY,19,2012,7,int,C3,0.466666667
CHY,19,2014,7,int,C3,5.1
CHY,19,2015,7,int,C3,4.566666667
CHY,19,2016,7,int,C3,13.3
CHY,19,2017,7,int,C3,2.766666667
CHY,20,2015,7,chr,C3,1.566666667
CHY,20,2016,7,chr,C3,7.666666667
CHY,20,2017,7,chr,C3,1.733333333
CHY,21,2013,7,con,C3,0.033333
CHY,21,2014,7,con,C3,26.96666667
CHY,21,2015,7,con,C3,0.366666667
CHY,21,2016,7,con,C3,10.06666667
CHY,21,2017,7,con,C3,8.3
CHY,22,2012,8,chr,C3,3.3
CHY,22,2014,8,chr,C3,20.06666667
CHY,22,2015,8,chr,C3,4.3
CHY,22,2016,8,chr,C3,8.8
CHY,22,2017,8,chr,C3,5.8
CHY,23,2013,8,con,C3,0.166667
CHY,23,2014,8,con,C3,3.3
CHY,23,2015,8,con,C3,6.066666667
CHY,23,2016,8,con,C3,9.433333333
CHY,23,2017,8,con,C3,13.5
CHY,24,2014,8,int,C3,1.466666667
CHY,24,2015,8,int,C3,5.866666667
CHY,24,2016,8,int,C3,10.1
CHY,24,2017,8,int,C3,0.833333333
CHY,25,2014,9,chr,C3,9.933333333
CHY,25,2015,9,chr,C3,18.03333333
CHY,25,2016,9,chr,C3,21.56666667
CHY,26,2013,9,con,C3,0.3075
CHY,26,2014,9,con,C3,29.43333333
CHY,26,2015,9,con,C3,15.93333333
CHY,26,2016,9,con,C3,20.6
CHY,26,2017,9,con,C3,17.83333333
CHY,27,2012,9,int,C3,1.166666667
CHY,27,2013,9,int,C3,2.633333
CHY,27,2014,9,int,C3,13.46666667
CHY,27,2015,9,int,C3,47.33333333
CHY,27,2016,9,int,C3,22.13333333
CHY,27,2017,9,int,C3,0.533333333
CHY,28,2014,10,int,C3,31.93333333
CHY,28,2015,10,int,C3,29.4
CHY,28,2016,10,int,C3,24.66666667
CHY,29,2014,10,con,C3,1.733333333
CHY,29,2015,10,con,C3,9.366666667
CHY,29,2016,10,con,C3,22.06666667
CHY,29,2017,10,con,C3,3.166666667
CHY,30,2014,10,chr,C3,11.13333333
CHY,30,2015,10,chr,C3,21.8
CHY,30,2016,10,chr,C3,29.66666667
CHY,30,2017,10,chr,C3,4.333333333
CHY,1,2015,1,int,C4,0.3
CHY,1,2016,1,int,C4,0.1
CHY,2,2014,1,chr,C4,1.9
CHY,2,2016,1,chr,C4,1.433333333
CHY,3,2016,1,con,C4,2.566666667
CHY,4,2014,2,chr,C4,0.033333333
CHY,4,2016,2,chr,C4,0.2
CHY,6,2016,2,int,C4,1.866666667
CHY,7,2016,3,int,C4,0.1
CHY,8,2016,3,con,C4,1.166666667
CHY,10,2016,4,chr,C4,0.233333333
CHY,11,2016,4,int,C4,0.933333333
CHY,13,2012,5,int,C4,2.466666667
CHY,13,2016,5,int,C4,0.066666667
CHY,14,2014,5,con,C4,7.666666667
CHY,15,2016,5,chr,C4,0.833333333
CHY,16,2016,6,int,C4,0.633333333
CHY,17,2014,6,chr,C4,0.166666667
CHY,18,2015,6,con,C4,0.6
CHY,18,2016,6,con,C4,1.966666667
CHY,20,2016,7,chr,C4,0.166666667
CHY,21,2016,7,con,C4,3.733333333
CHY,22,2016,8,chr,C4,0.6
CHY,25,2016,9,chr,C4,0.366666667
CHY,26,2016,9,con,C4,1.2
CHY,1,2012,1,int,CAREX,6.133333333
CHY,1,2013,1,int,CAREX,10.53333
CHY,1,2014,1,int,CAREX,16.06666667
CHY,1,2015,1,int,CAREX,6.766666667
CHY,1,2016,1,int,CAREX,9.2
CHY,1,2017,1,int,CAREX,6.233333333
CHY,2,2012,1,chr,CAREX,8.1
CHY,2,2013,1,chr,CAREX,12.73333
CHY,2,2014,1,chr,CAREX,10.46666667
CHY,2,2015,1,chr,CAREX,8.533333333
CHY,2,2016,1,chr,CAREX,7.933333333
CHY,2,2017,1,chr,CAREX,10.2
CHY,3,2012,1,con,CAREX,12.46666667
CHY,3,2013,1,con,CAREX,7.666667
CHY,3,2014,1,con,CAREX,15.86666667
CHY,3,2015,1,con,CAREX,3.133333333
CHY,3,2016,1,con,CAREX,9.233333333
CHY,3,2017,1,con,CAREX,2.6
CHY,4,2012,2,chr,CAREX,3.9
CHY,4,2013,2,chr,CAREX,12.73333
CHY,4,2014,2,chr,CAREX,9.833333333
CHY,4,2015,2,chr,CAREX,20
CHY,4,2016,2,chr,CAREX,5.866666667
CHY,4,2017,2,chr,CAREX,7.6
CHY,5,2012,2,con,CAREX,14.43333333
CHY,5,2013,2,con,CAREX,11.1
CHY,5,2014,2,con,CAREX,16.7
CHY,5,2015,2,con,CAREX,10.46666667
CHY,5,2017,2,con,CAREX,9.233333333
CHY,6,2012,2,int,CAREX,5.333333333
CHY,6,2013,2,int,CAREX,4.1
CHY,6,2014,2,int,CAREX,12.23333333
CHY,6,2015,2,int,CAREX,6
CHY,6,2016,2,int,CAREX,5.666666667
CHY,6,2017,2,int,CAREX,0.833333333
CHY,7,2012,3,int,CAREX,11.46666667
CHY,7,2013,3,int,CAREX,17.8
CHY,7,2014,3,int,CAREX,2.766666667
CHY,7,2015,3,int,CAREX,32.3
CHY,7,2016,3,int,CAREX,17.93333333
CHY,7,2017,3,int,CAREX,4.3
CHY,8,2012,3,con,CAREX,18.66666667
CHY,8,2013,3,con,CAREX,18.7
CHY,8,2014,3,con,CAREX,38.06666667
CHY,8,2015,3,con,CAREX,34.96666667
CHY,8,2016,3,con,CAREX,19.6
CHY,8,2017,3,con,CAREX,9.3
CHY,9,2012,3,chr,CAREX,17.93333333
CHY,9,2013,3,chr,CAREX,24.9
CHY,9,2014,3,chr,CAREX,31.63333333
CHY,9,2015,3,chr,CAREX,27.13333333
CHY,9,2016,3,chr,CAREX,15.43333333
CHY,9,2017,3,chr,CAREX,11.36666667
CHY,10,2012,4,chr,CAREX,8.933333333
CHY,10,2013,4,chr,CAREX,8.133333
CHY,10,2014,4,chr,CAREX,11.8
CHY,10,2015,4,chr,CAREX,6.066666667
CHY,10,2016,4,chr,CAREX,9.6
CHY,10,2017,4,chr,CAREX,7.833333333
CHY,11,2012,4,int,CAREX,6.533333333
CHY,11,2013,4,int,CAREX,3.9
CHY,11,2014,4,int,CAREX,19.46666667
CHY,11,2015,4,int,CAREX,6.233333333
CHY,11,2016,4,int,CAREX,13.93333333
CHY,11,2017,4,int,CAREX,2.966666667
CHY,12,2012,4,con,CAREX,10.26666667
CHY,12,2013,4,con,CAREX,11.46667
CHY,12,2014,4,con,CAREX,31.56666667
CHY,12,2015,4,con,CAREX,9.733333333
CHY,12,2016,4,con,CAREX,12.3
CHY,12,2017,4,con,CAREX,6.8
CHY,13,2012,5,int,CAREX,13.56666667
CHY,13,2013,5,int,CAREX,14.76667
CHY,13,2014,5,int,CAREX,32.23333333
CHY,13,2015,5,int,CAREX,30.63333333
CHY,13,2016,5,int,CAREX,22.7
CHY,13,2017,5,int,CAREX,5.533333333
CHY,14,2012,5,con,CAREX,5.2
CHY,14,2013,5,con,CAREX,10.4
CHY,14,2014,5,con,CAREX,17.2
CHY,14,2015,5,con,CAREX,20.5
CHY,14,2016,5,con,CAREX,4.766666667
CHY,14,2017,5,con,CAREX,11.46666667
CHY,15,2012,5,chr,CAREX,3.2
CHY,15,2013,5,chr,CAREX,16.33333
CHY,15,2014,5,chr,CAREX,8
CHY,15,2015,5,chr,CAREX,26.26666667
CHY,15,2016,5,chr,CAREX,8.033333333
CHY,15,2017,5,chr,CAREX,6.466666667
CHY,16,2012,6,int,CAREX,4.3
CHY,16,2013,6,int,CAREX,14.96667
CHY,16,2014,6,int,CAREX,32.13333333
CHY,16,2015,6,int,CAREX,19.36666667
CHY,16,2016,6,int,CAREX,19.83333333
CHY,16,2017,6,int,CAREX,4.7
CHY,17,2012,6,chr,CAREX,12.26666667
CHY,17,2013,6,chr,CAREX,16.5
CHY,17,2014,6,chr,CAREX,22.86666667
CHY,17,2015,6,chr,CAREX,23.96666667
CHY,17,2016,6,chr,CAREX,11.9
CHY,17,2017,6,chr,CAREX,7
CHY,18,2012,6,con,CAREX,7.533333333
CHY,18,2013,6,con,CAREX,28.56667
CHY,18,2014,6,con,CAREX,6.5
CHY,18,2015,6,con,CAREX,16.03333333
CHY,18,2016,6,con,CAREX,11.93333333
CHY,18,2017,6,con,CAREX,16.1
CHY,19,2012,7,int,CAREX,5
CHY,19,2013,7,int,CAREX,15.46667
CHY,19,2014,7,int,CAREX,6
CHY,19,2015,7,int,CAREX,13.63333333
CHY,19,2016,7,int,CAREX,7.1
CHY,19,2017,7,int,CAREX,3.433333333
CHY,20,2012,7,chr,CAREX,9.3
CHY,20,2013,7,chr,CAREX,13.8
CHY,20,2014,7,chr,CAREX,4.766666667
CHY,20,2015,7,chr,CAREX,2.533333333
CHY,20,2016,7,chr,CAREX,9.566666667
CHY,20,2017,7,chr,CAREX,6.466666667
CHY,21,2012,7,con,CAREX,1.433333333
CHY,21,2013,7,con,CAREX,10.93333
CHY,21,2014,7,con,CAREX,11.06666667
CHY,21,2015,7,con,CAREX,17.23333333
CHY,21,2016,7,con,CAREX,4.766666667
CHY,21,2017,7,con,CAREX,9
CHY,22,2012,8,chr,CAREX,14.1
CHY,22,2013,8,chr,CAREX,21.66667
CHY,22,2014,8,chr,CAREX,5.533333333
CHY,22,2015,8,chr,CAREX,19.5
CHY,22,2016,8,chr,CAREX,9.033333333
CHY,22,2017,8,chr,CAREX,10.53333333
CHY,23,2012,8,con,CAREX,6.366666667
CHY,23,2013,8,con,CAREX,9.766667
CHY,23,2014,8,con,CAREX,31.73333333
CHY,23,2015,8,con,CAREX,11.56666667
CHY,23,2016,8,con,CAREX,5.333333333
CHY,23,2017,8,con,CAREX,5.166666667
CHY,24,2012,8,int,CAREX,3.366666667
CHY,24,2013,8,int,CAREX,11
CHY,24,2014,8,int,CAREX,21.33333333
CHY,24,2015,8,int,CAREX,10.76666667
CHY,24,2016,8,int,CAREX,9.066666667
CHY,24,2017,8,int,CAREX,2.9
CHY,25,2012,9,chr,CAREX,7.2
CHY,25,2013,9,chr,CAREX,12.2
CHY,25,2014,9,chr,CAREX,12.96666667
CHY,25,2015,9,chr,CAREX,16.06666667
CHY,25,2016,9,chr,CAREX,8.766666667
CHY,25,2017,9,chr,CAREX,3.9
CHY,26,2012,9,con,CAREX,13.06666667
CHY,26,2013,9,con,CAREX,13.2
CHY,26,2014,9,con,CAREX,22.3
CHY,26,2015,9,con,CAREX,12.23333333
CHY,26,2016,9,con,CAREX,10.4
CHY,26,2017,9,con,CAREX,5.5
CHY,27,2012,9,int,CAREX,11.9
CHY,27,2013,9,int,CAREX,5.233333
CHY,27,2014,9,int,CAREX,20.2
CHY,27,2015,9,int,CAREX,10.2
CHY,27,2016,9,int,CAREX,13.33333333
CHY,27,2017,9,int,CAREX,4.433333333
CHY,28,2012,10,int,CAREX,5.566666667
CHY,28,2013,10,int,CAREX,33.53333
CHY,28,2014,10,int,CAREX,40.9
CHY,28,2015,10,int,CAREX,36.13333333
CHY,28,2016,10,int,CAREX,9.8
CHY,28,2017,10,int,CAREX,28.93333333
CHY,29,2012,10,con,CAREX,19.43333333
CHY,29,2013,10,con,CAREX,26.43333
CHY,29,2014,10,con,CAREX,43.06666667
CHY,29,2015,10,con,CAREX,31.13333333
CHY,29,2016,10,con,CAREX,16.5
CHY,29,2017,10,con,CAREX,19.16666667
CHY,30,2012,10,chr,CAREX,18.53333333
CHY,30,2013,10,chr,CAREX,22.6
CHY,30,2014,10,chr,CAREX,30.9
CHY,30,2015,10,chr,CAREX,15.3
CHY,30,2016,10,chr,CAREX,9.6
CHY,30,2017,10,chr,CAREX,8.933333333
CHY,1,2012,1,int,FORB,11.93333333
CHY,1,2013,1,int,FORB,12.63333
CHY,1,2014,1,int,FORB,33.9
CHY,1,2015,1,int,FORB,38.23333333
CHY,1,2016,1,int,FORB,76.46666667
CHY,1,2017,1,int,FORB,39.06666667
CHY,2,2012,1,chr,FORB,7.233333333
CHY,2,2013,1,chr,FORB,10.03333
CHY,2,2014,1,chr,FORB,35.8
CHY,2,2015,1,chr,FORB,74.56666667
CHY,2,2016,1,chr,FORB,61.13333333
CHY,2,2017,1,chr,FORB,14.7
CHY,3,2012,1,con,FORB,3
CHY,3,2013,1,con,FORB,4.933333
CHY,3,2014,1,con,FORB,1.5
CHY,3,2015,1,con,FORB,20.76666667
CHY,3,2016,1,con,FORB,49.3
CHY,3,2017,1,con,FORB,18.56666667
CHY,4,2012,2,chr,FORB,3.233333333
CHY,4,2013,2,chr,FORB,0.966667
CHY,4,2014,2,chr,FORB,6.333333333
CHY,4,2015,2,chr,FORB,11.86666667
CHY,4,2016,2,chr,FORB,5.566666667
CHY,4,2017,2,chr,FORB,16.23333333
CHY,5,2012,2,con,FORB,0.7
CHY,5,2013,2,con,FORB,0.533333
CHY,5,2014,2,con,FORB,18.33333333
CHY,5,2015,2,con,FORB,19.2
CHY,5,2017,2,con,FORB,23
CHY,6,2012,2,int,FORB,0.933333333
CHY,6,2013,2,int,FORB,0.933333
CHY,6,2014,2,int,FORB,55.83333333
CHY,6,2015,2,int,FORB,7.5
CHY,6,2016,2,int,FORB,14.43333333
CHY,6,2017,2,int,FORB,38.26666667
CHY,7,2012,3,int,FORB,0.1
CHY,7,2014,3,int,FORB,1.6
CHY,7,2015,3,int,FORB,24.36666667
CHY,7,2016,3,int,FORB,28.56666667
CHY,7,2017,3,int,FORB,31.8
CHY,8,2012,3,con,FORB,0.533333333
CHY,8,2013,3,con,FORB,0.3
CHY,8,2014,3,con,FORB,0.966666667
CHY,8,2015,3,con,FORB,24.96666667
CHY,8,2016,3,con,FORB,10.33333333
CHY,8,2017,3,con,FORB,35.86666667
CHY,9,2012,3,chr,FORB,1.466666667
CHY,9,2013,3,chr,FORB,1.433333
CHY,9,2014,3,chr,FORB,64.63333333
CHY,9,2015,3,chr,FORB,31.86666667
CHY,9,2016,3,chr,FORB,20.4
CHY,9,2017,3,chr,FORB,18.53333333
CHY,10,2012,4,chr,FORB,11.13333333
CHY,10,2013,4,chr,FORB,3.033333
CHY,10,2014,4,chr,FORB,16.7
CHY,10,2015,4,chr,FORB,22.7
CHY,10,2016,4,chr,FORB,27.16666667
CHY,10,2017,4,chr,FORB,49.13333333
CHY,11,2012,4,int,FORB,29.1
CHY,11,2013,4,int,FORB,13.43333
CHY,11,2014,4,int,FORB,10.5
CHY,11,2015,4,int,FORB,15.43333333
CHY,11,2016,4,int,FORB,27.63333333
CHY,11,2017,4,int,FORB,32.6
CHY,12,2012,4,con,FORB,2.233333333
CHY,12,2013,4,con,FORB,0.2
CHY,12,2014,4,con,FORB,8.933333333
CHY,12,2015,4,con,FORB,12.33333333
CHY,12,2016,4,con,FORB,28.1
CHY,12,2017,4,con,FORB,6.333333333
CHY,13,2012,5,int,FORB,0.566666667
CHY,13,2013,5,int,FORB,1.233333
CHY,13,2014,5,int,FORB,13.8
CHY,13,2015,5,int,FORB,38.53333333
CHY,13,2016,5,int,FORB,15.16666667
CHY,13,2017,5,int,FORB,33.46666667
CHY,14,2012,5,con,FORB,7.2
CHY,14,2013,5,con,FORB,1.633333
CHY,14,2014,5,con,FORB,6
CHY,14,2015,5,con,FORB,7.833333333
CHY,14,2016,5,con,FORB,5.2
CHY,14,2017,5,con,FORB,3.666666667
CHY,15,2012,5,chr,FORB,5.566666667
CHY,15,2013,5,chr,FORB,1
CHY,15,2014,5,chr,FORB,5.633333333
CHY,15,2015,5,chr,FORB,15.43333333
CHY,15,2016,5,chr,FORB,23.26666667
CHY,15,2017,5,chr,FORB,28.73333333
CHY,16,2012,6,int,FORB,0.266666667
CHY,16,2014,6,int,FORB,5.966666667
CHY,16,2015,6,int,FORB,75.76666667
CHY,16,2016,6,int,FORB,11.2
CHY,16,2017,6,int,FORB,46.03333333
CHY,17,2012,6,chr,FORB,1.1
